"Year","Patient_Zipcode","PQI_Number","PQI_Name","Observed_Rate_Per_100000_People"
2015,"12185","PQI_S02","Prevention Quality All Circulatory Composite",190.11
2015,"12185","PQI_S03","Prevention Quality All Respiratory Composite",0
2015,"12186","PQI_01","Diabetes Short-Term Complications",60.1
2015,"12186","PQI_03","Diabetes Long-Term Complications",0
2015,"12186","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",218.04
2015,"12186","PQI_07","Hypertension",20.03
2015,"12186","PQI_08","Heart Failure",120.19
2015,"12186","PQI_10","Dehydration",20.03
2015,"12186","PQI_11","Bacterial Pneumonia",160.26
2015,"12186","PQI_12","Urinary Tract Infection",80.13
2015,"12186","PQI_14","Uncontrolled Diabetes",0
2015,"12186","PQI_15","Asthma in Younger Adults",151.17
2015,"12186","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"12186","PQI_90","Prevention Quality Overall Composite",661.06
2015,"12186","PQI_91","Prevention Quality Acute Composite",260.42
2015,"12186","PQI_92","Prevention Quality Chronic Composite",400.64
2015,"12186","PQI_S01","Prevention Quality All Diabetes Composite",60.1
2015,"12186","PQI_S02","Prevention Quality All Circulatory Composite",140.22
2015,"12186","PQI_S03","Prevention Quality All Respiratory Composite",200.32
2015,"12187","PQI_01","Diabetes Short-Term Complications",0
2015,"12187","PQI_03","Diabetes Long-Term Complications",0
2015,"12187","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",248.14
2015,"12187","PQI_07","Hypertension",0
2015,"12187","PQI_08","Heart Failure",715.56
2015,"12187","PQI_10","Dehydration",0
2015,"12187","PQI_11","Bacterial Pneumonia",178.89
2015,"12187","PQI_12","Urinary Tract Infection",178.89
2015,"12187","PQI_14","Uncontrolled Diabetes",0
2015,"12187","PQI_15","Asthma in Younger Adults",0
2015,"12187","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"12187","PQI_90","Prevention Quality Overall Composite",1252.24
2015,"12187","PQI_91","Prevention Quality Acute Composite",357.78
2015,"12187","PQI_92","Prevention Quality Chronic Composite",894.45
2015,"12187","PQI_S01","Prevention Quality All Diabetes Composite",0
2015,"12187","PQI_S02","Prevention Quality All Circulatory Composite",715.56
2015,"12187","PQI_S03","Prevention Quality All Respiratory Composite",178.89
2015,"12188","PQI_01","Diabetes Short-Term Complications",34.4
2015,"12188","PQI_03","Diabetes Long-Term Complications",57.33
2015,"12188","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",313.92
2015,"12188","PQI_07","Hypertension",11.47
2015,"12188","PQI_08","Heart Failure",194.91
2015,"12188","PQI_10","Dehydration",137.58
2015,"12188","PQI_11","Bacterial Pneumonia",103.19
2015,"12188","PQI_12","Urinary Tract Infection",80.26
2015,"12188","PQI_14","Uncontrolled Diabetes",0
2015,"12188","PQI_15","Asthma in Younger Adults",33.47
2015,"12188","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",11.47
2015,"12188","PQI_90","Prevention Quality Overall Composite",848.43
2015,"12188","PQI_91","Prevention Quality Acute Composite",321.03
2015,"12188","PQI_92","Prevention Quality Chronic Composite",527.4
2015,"12188","PQI_S01","Prevention Quality All Diabetes Composite",103.19
2015,"12188","PQI_S02","Prevention Quality All Circulatory Composite",206.37
2015,"12188","PQI_S03","Prevention Quality All Respiratory Composite",217.84
2015,"12189","PQI_01","Diabetes Short-Term Complications",54.2
2015,"12189","PQI_03","Diabetes Long-Term Complications",94.86
2015,"12189","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",461.65
2015,"12189","PQI_07","Hypertension",27.1
2015,"12189","PQI_08","Heart Failure",264.25
2015,"12189","PQI_10","Dehydration",142.29
2015,"12189","PQI_11","Bacterial Pneumonia",155.84
2015,"12189","PQI_12","Urinary Tract Infection",108.41
2015,"12189","PQI_14","Uncontrolled Diabetes",0
2015,"12189","PQI_15","Asthma in Younger Adults",47.54
2015,"12189","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",6.78
2015,"12189","PQI_90","Prevention Quality Overall Composite",1131.51
2015,"12189","PQI_91","Prevention Quality Acute Composite",406.53
2015,"12189","PQI_92","Prevention Quality Chronic Composite",724.98
2015,"12189","PQI_S01","Prevention Quality All Diabetes Composite",149.06
2015,"12189","PQI_S02","Prevention Quality All Circulatory Composite",291.35
2015,"12189","PQI_S03","Prevention Quality All Respiratory Composite",284.57
2015,"12190","PQI_01","Diabetes Short-Term Complications",0
2015,"12190","PQI_03","Diabetes Long-Term Complications",0
2015,"12190","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",247.52
2015,"12190","PQI_07","Hypertension",0
2015,"12190","PQI_08","Heart Failure",192.68
2015,"12190","PQI_10","Dehydration",192.68
2015,"12190","PQI_11","Bacterial Pneumonia",192.68
2015,"12190","PQI_12","Urinary Tract Infection",0
2015,"12190","PQI_14","Uncontrolled Diabetes",0
2015,"12190","PQI_15","Asthma in Younger Adults",0
2015,"12190","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"12190","PQI_90","Prevention Quality Overall Composite",770.71
2015,"12190","PQI_91","Prevention Quality Acute Composite",385.36
2015,"12190","PQI_92","Prevention Quality Chronic Composite",385.36
2015,"12190","PQI_S01","Prevention Quality All Diabetes Composite",0
2015,"12190","PQI_S02","Prevention Quality All Circulatory Composite",192.68
2015,"12190","PQI_S03","Prevention Quality All Respiratory Composite",192.68
2015,"12192","PQI_01","Diabetes Short-Term Complications",0
2015,"12192","PQI_03","Diabetes Long-Term Complications",63.69
2015,"12192","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",882.61
2015,"12192","PQI_07","Hypertension",127.39
2015,"12192","PQI_08","Heart Failure",764.33
2015,"12192","PQI_10","Dehydration",63.69
2015,"12192","PQI_11","Bacterial Pneumonia",191.08
2015,"12192","PQI_12","Urinary Tract Infection",445.86
2015,"12192","PQI_14","Uncontrolled Diabetes",0
2015,"12192","PQI_15","Asthma in Younger Adults",0
2015,"12192","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"12192","PQI_90","Prevention Quality Overall Composite",2292.99
2015,"12192","PQI_91","Prevention Quality Acute Composite",700.64
2015,"12192","PQI_92","Prevention Quality Chronic Composite",1592.36
2015,"12192","PQI_S01","Prevention Quality All Diabetes Composite",63.69
2015,"12192","PQI_S02","Prevention Quality All Circulatory Composite",891.72
2015,"12192","PQI_S03","Prevention Quality All Respiratory Composite",636.94
2015,"12193","PQI_01","Diabetes Short-Term Complications",0
2015,"12193","PQI_03","Diabetes Long-Term Complications",64.06
2015,"12193","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",989.21
2015,"12193","PQI_07","Hypertension",0
2015,"12193","PQI_08","Heart Failure",320.31
2015,"12193","PQI_10","Dehydration",128.12
2015,"12193","PQI_11","Bacterial Pneumonia",384.37
2015,"12193","PQI_12","Urinary Tract Infection",192.18
2015,"12193","PQI_14","Uncontrolled Diabetes",0
2015,"12193","PQI_15","Asthma in Younger Adults",0
2015,"12193","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"12193","PQI_90","Prevention Quality Overall Composite",1793.72
2015,"12193","PQI_91","Prevention Quality Acute Composite",704.68
2015,"12193","PQI_92","Prevention Quality Chronic Composite",1089.05
2015,"12193","PQI_S01","Prevention Quality All Diabetes Composite",64.06
2015,"12193","PQI_S02","Prevention Quality All Circulatory Composite",320.31
2015,"12193","PQI_S03","Prevention Quality All Respiratory Composite",704.68
2015,"12194","PQI_01","Diabetes Short-Term Complications",0
2015,"12194","PQI_03","Diabetes Long-Term Complications",0
2015,"12194","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",1176.47
2015,"12194","PQI_07","Hypertension",0
2015,"12194","PQI_08","Heart Failure",0
2015,"12194","PQI_10","Dehydration",0
2015,"12194","PQI_11","Bacterial Pneumonia",1503.76
2015,"12194","PQI_12","Urinary Tract Infection",0
2015,"12194","PQI_14","Uncontrolled Diabetes",0
2015,"12194","PQI_15","Asthma in Younger Adults",0
2015,"12194","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"12194","PQI_90","Prevention Quality Overall Composite",2255.64
2015,"12194","PQI_91","Prevention Quality Acute Composite",1503.76
2015,"12194","PQI_92","Prevention Quality Chronic Composite",751.88
2015,"12194","PQI_S01","Prevention Quality All Diabetes Composite",0
2015,"12194","PQI_S02","Prevention Quality All Circulatory Composite",0
2015,"12194","PQI_S03","Prevention Quality All Respiratory Composite",751.88
2015,"12196","PQI_01","Diabetes Short-Term Complications",0
2015,"12196","PQI_03","Diabetes Long-Term Complications",83.47
2015,"12196","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",233.51
2015,"12196","PQI_07","Hypertension",0
2015,"12196","PQI_08","Heart Failure",41.74
2015,"12196","PQI_10","Dehydration",83.47
2015,"12196","PQI_11","Bacterial Pneumonia",83.47
2015,"12196","PQI_12","Urinary Tract Infection",125.21
2015,"12196","PQI_14","Uncontrolled Diabetes",0
2015,"12196","PQI_15","Asthma in Younger Adults",0
2015,"12196","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"12196","PQI_90","Prevention Quality Overall Composite",584.31
2015,"12196","PQI_91","Prevention Quality Acute Composite",292.15
2015,"12196","PQI_92","Prevention Quality Chronic Composite",292.15
2015,"12196","PQI_S01","Prevention Quality All Diabetes Composite",83.47
2015,"12196","PQI_S02","Prevention Quality All Circulatory Composite",41.74
2015,"12196","PQI_S03","Prevention Quality All Respiratory Composite",166.94
2015,"12197","PQI_01","Diabetes Short-Term Complications",0
2015,"12197","PQI_03","Diabetes Long-Term Complications",0
2015,"12197","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",148.92
2015,"12197","PQI_07","Hypertension",0
2015,"12197","PQI_08","Heart Failure",482.83
2015,"12197","PQI_10","Dehydration",53.65
2015,"12197","PQI_11","Bacterial Pneumonia",321.89
2015,"12197","PQI_12","Urinary Tract Infection",0
2015,"12197","PQI_14","Uncontrolled Diabetes",53.65
2015,"12197","PQI_15","Asthma in Younger Adults",0
2015,"12197","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"12197","PQI_90","Prevention Quality Overall Composite",1072.96
2015,"12197","PQI_91","Prevention Quality Acute Composite",375.54
2015,"12197","PQI_92","Prevention Quality Chronic Composite",697.42
2015,"12197","PQI_S01","Prevention Quality All Diabetes Composite",53.65
2015,"12197","PQI_S02","Prevention Quality All Circulatory Composite",536.48
2015,"12197","PQI_S03","Prevention Quality All Respiratory Composite",107.3
2015,"12198","PQI_01","Diabetes Short-Term Complications",79.1
2015,"12198","PQI_03","Diabetes Long-Term Complications",142.38
2015,"12198","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",319.27
2015,"12198","PQI_07","Hypertension",0
2015,"12198","PQI_08","Heart Failure",189.84
2015,"12198","PQI_10","Dehydration",31.64
2015,"12198","PQI_11","Bacterial Pneumonia",189.84
2015,"12198","PQI_12","Urinary Tract Infection",94.92
2015,"12198","PQI_14","Uncontrolled Diabetes",0
2015,"12198","PQI_15","Asthma in Younger Adults",103.31
2015,"12198","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"12198","PQI_90","Prevention Quality Overall Composite",980.86
2015,"12198","PQI_91","Prevention Quality Acute Composite",316.41
2015,"12198","PQI_92","Prevention Quality Chronic Composite",664.45
2015,"12198","PQI_S01","Prevention Quality All Diabetes Composite",221.48
2015,"12198","PQI_S02","Prevention Quality All Circulatory Composite",189.84
2015,"12198","PQI_S03","Prevention Quality All Respiratory Composite",253.12
2015,"12202","PQI_01","Diabetes Short-Term Complications",97.48
2015,"12202","PQI_03","Diabetes Long-Term Complications",306.36
2015,"12202","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",1528.8
2015,"12202","PQI_07","Hypertension",139.26
2015,"12202","PQI_08","Heart Failure",334.22
2015,"12202","PQI_10","Dehydration",194.96
2015,"12202","PQI_11","Bacterial Pneumonia",167.11
2015,"12202","PQI_12","Urinary Tract Infection",292.44
2015,"12202","PQI_14","Uncontrolled Diabetes",0
2015,"12202","PQI_15","Asthma in Younger Adults",113.7
2015,"12202","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",13.93
2015,"12202","PQI_90","Prevention Quality Overall Composite",2395.21
2015,"12202","PQI_91","Prevention Quality Acute Composite",654.5
2015,"12202","PQI_92","Prevention Quality Chronic Composite",1740.7
2015,"12202","PQI_S01","Prevention Quality All Diabetes Composite",417.77
2015,"12202","PQI_S02","Prevention Quality All Circulatory Composite",487.4
2015,"12202","PQI_S03","Prevention Quality All Respiratory Composite",835.54
2015,"12203","PQI_01","Diabetes Short-Term Complications",28.81
2015,"12203","PQI_03","Diabetes Long-Term Complications",80.03
2015,"12203","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",568.05
2015,"12203","PQI_07","Hypertension",41.62
2015,"12203","PQI_08","Heart Failure",163.27
2015,"12203","PQI_10","Dehydration",64.03
2015,"12203","PQI_11","Bacterial Pneumonia",144.06
2015,"12203","PQI_12","Urinary Tract Infection",150.46
2015,"12203","PQI_14","Uncontrolled Diabetes",3.2
2015,"12203","PQI_15","Asthma in Younger Adults",5.49
2015,"12203","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",16.01
2015,"12203","PQI_90","Prevention Quality Overall Composite",918.78
2015,"12203","PQI_91","Prevention Quality Acute Composite",358.55
2015,"12203","PQI_92","Prevention Quality Chronic Composite",560.23
2015,"12203","PQI_S01","Prevention Quality All Diabetes Composite",115.25
2015,"12203","PQI_S02","Prevention Quality All Circulatory Composite",204.89
2015,"12203","PQI_S03","Prevention Quality All Respiratory Composite",240.1
2015,"12204","PQI_01","Diabetes Short-Term Complications",32.13
2015,"12204","PQI_03","Diabetes Long-Term Complications",160.64
2015,"14739","PQI_07","Hypertension",44.54
2015,"12204","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",565.12
2015,"12204","PQI_07","Hypertension",16.06
2015,"12204","PQI_08","Heart Failure",369.48
2015,"12204","PQI_10","Dehydration",144.58
2015,"12204","PQI_11","Bacterial Pneumonia",385.54
2015,"12204","PQI_12","Urinary Tract Infection",273.09
2015,"12204","PQI_14","Uncontrolled Diabetes",0
2015,"12204","PQI_15","Asthma in Younger Adults",0
2015,"12204","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"12204","PQI_90","Prevention Quality Overall Composite",1718.88
2015,"12204","PQI_91","Prevention Quality Acute Composite",803.21
2015,"12204","PQI_92","Prevention Quality Chronic Composite",915.66
2015,"12204","PQI_S01","Prevention Quality All Diabetes Composite",192.77
2015,"12204","PQI_S02","Prevention Quality All Circulatory Composite",385.54
2015,"12204","PQI_S03","Prevention Quality All Respiratory Composite",337.35
2015,"12205","PQI_01","Diabetes Short-Term Complications",59.04
2015,"12205","PQI_03","Diabetes Long-Term Complications",59.04
2015,"12205","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",338.23
2015,"12205","PQI_07","Hypertension",13.62
2015,"12205","PQI_08","Heart Failure",358.78
2015,"12205","PQI_10","Dehydration",95.37
2015,"12205","PQI_11","Bacterial Pneumonia",186.2
2015,"12205","PQI_12","Urinary Tract Infection",113.54
2015,"12205","PQI_14","Uncontrolled Diabetes",0
2015,"12205","PQI_15","Asthma in Younger Adults",27.64
2015,"12205","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",4.54
2015,"12205","PQI_90","Prevention Quality Overall Composite",1130.84
2015,"12205","PQI_91","Prevention Quality Acute Composite",395.11
2015,"12205","PQI_92","Prevention Quality Chronic Composite",735.73
2015,"12205","PQI_S01","Prevention Quality All Diabetes Composite",122.62
2015,"12205","PQI_S02","Prevention Quality All Circulatory Composite",376.95
2015,"12205","PQI_S03","Prevention Quality All Respiratory Composite",236.16
2015,"12206","PQI_01","Diabetes Short-Term Complications",251.97
2015,"12206","PQI_03","Diabetes Long-Term Complications",283.46
2015,"12206","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",1466.1
2015,"12206","PQI_07","Hypertension",133.86
2015,"12206","PQI_08","Heart Failure",464.57
2015,"12206","PQI_10","Dehydration",133.86
2015,"12206","PQI_11","Bacterial Pneumonia",181.1
2015,"12206","PQI_12","Urinary Tract Infection",133.86
2015,"12206","PQI_14","Uncontrolled Diabetes",47.24
2015,"12206","PQI_15","Asthma in Younger Adults",48.76
2015,"12206","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",7.87
2015,"12206","PQI_90","Prevention Quality Overall Composite",2425.2
2015,"12206","PQI_91","Prevention Quality Acute Composite",448.82
2015,"12206","PQI_92","Prevention Quality Chronic Composite",1976.38
2015,"12206","PQI_S01","Prevention Quality All Diabetes Composite",590.55
2015,"12206","PQI_S02","Prevention Quality All Circulatory Composite",606.3
2015,"12206","PQI_S03","Prevention Quality All Respiratory Composite",779.53
2015,"12207","PQI_01","Diabetes Short-Term Complications",330.94
2015,"12207","PQI_03","Diabetes Long-Term Complications",220.63
2015,"12207","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",1516.59
2015,"12207","PQI_07","Hypertension",165.47
2015,"12207","PQI_08","Heart Failure",386.1
2015,"12207","PQI_10","Dehydration",330.94
2015,"12207","PQI_11","Bacterial Pneumonia",386.1
2015,"12207","PQI_12","Urinary Tract Infection",220.63
2015,"12207","PQI_14","Uncontrolled Diabetes",0
2015,"12207","PQI_15","Asthma in Younger Adults",131.93
2015,"12207","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",165.47
2015,"12207","PQI_90","Prevention Quality Overall Composite",3033.65
2015,"12207","PQI_91","Prevention Quality Acute Composite",937.67
2015,"12207","PQI_92","Prevention Quality Chronic Composite",2095.97
2015,"12207","PQI_S01","Prevention Quality All Diabetes Composite",606.73
2015,"12207","PQI_S02","Prevention Quality All Circulatory Composite",551.57
2015,"12207","PQI_S03","Prevention Quality All Respiratory Composite",937.67
2015,"12208","PQI_01","Diabetes Short-Term Complications",72.76
2015,"12208","PQI_03","Diabetes Long-Term Complications",134.32
2015,"12208","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",534.64
2015,"12208","PQI_07","Hypertension",39.18
2015,"12208","PQI_08","Heart Failure",279.83
2015,"12208","PQI_10","Dehydration",179.09
2015,"12208","PQI_11","Bacterial Pneumonia",139.91
2015,"12208","PQI_12","Urinary Tract Infection",173.49
2015,"12208","PQI_14","Uncontrolled Diabetes",5.6
2015,"12208","PQI_15","Asthma in Younger Adults",11.02
2015,"12208","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",22.39
2015,"12208","PQI_90","Prevention Quality Overall Composite",1292.81
2015,"12208","PQI_91","Prevention Quality Acute Composite",492.5
2015,"12208","PQI_92","Prevention Quality Chronic Composite",800.31
2015,"12208","PQI_S01","Prevention Quality All Diabetes Composite",212.67
2015,"12208","PQI_S02","Prevention Quality All Circulatory Composite",319.01
2015,"12208","PQI_S03","Prevention Quality All Respiratory Composite",268.64
2015,"12209","PQI_01","Diabetes Short-Term Complications",36.24
2015,"12209","PQI_03","Diabetes Long-Term Complications",120.8
2015,"12211","PQI_90","Prevention Quality Overall Composite",832.44
2015,"12209","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",378.63
2015,"12209","PQI_07","Hypertension",48.32
2015,"12209","PQI_08","Heart Failure",253.68
2015,"12209","PQI_10","Dehydration",96.64
2015,"12209","PQI_11","Bacterial Pneumonia",169.12
2015,"12209","PQI_12","Urinary Tract Infection",84.56
2015,"12209","PQI_14","Uncontrolled Diabetes",12.08
2015,"12209","PQI_15","Asthma in Younger Adults",227.01
2015,"12209","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"12209","PQI_90","Prevention Quality Overall Composite",1135.54
2015,"12209","PQI_91","Prevention Quality Acute Composite",350.33
2015,"12209","PQI_92","Prevention Quality Chronic Composite",785.21
2015,"12209","PQI_S01","Prevention Quality All Diabetes Composite",169.12
2015,"12209","PQI_S02","Prevention Quality All Circulatory Composite",302.01
2015,"12209","PQI_S03","Prevention Quality All Respiratory Composite",314.09
2015,"12210","PQI_01","Diabetes Short-Term Complications",63.61
2015,"12210","PQI_03","Diabetes Long-Term Complications",139.95
2015,"12210","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",642.28
2015,"12210","PQI_07","Hypertension",63.61
2015,"12210","PQI_08","Heart Failure",241.73
2015,"12210","PQI_10","Dehydration",76.34
2015,"12210","PQI_11","Bacterial Pneumonia",114.5
2015,"12210","PQI_12","Urinary Tract Infection",89.06
2015,"12210","PQI_14","Uncontrolled Diabetes",0
2015,"12210","PQI_15","Asthma in Younger Adults",70.11
2015,"12210","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"12210","PQI_90","Prevention Quality Overall Composite",1132.32
2015,"12210","PQI_91","Prevention Quality Acute Composite",279.9
2015,"12210","PQI_92","Prevention Quality Chronic Composite",852.42
2015,"12210","PQI_S01","Prevention Quality All Diabetes Composite",203.56
2015,"12210","PQI_S02","Prevention Quality All Circulatory Composite",318.07
2015,"12210","PQI_S03","Prevention Quality All Respiratory Composite",330.79
2015,"12211","PQI_01","Diabetes Short-Term Complications",26.85
2015,"12211","PQI_03","Diabetes Long-Term Complications",62.66
2015,"12211","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",173.16
2015,"12211","PQI_07","Hypertension",8.95
2015,"12211","PQI_08","Heart Failure",214.82
2015,"12211","PQI_10","Dehydration",107.41
2015,"12211","PQI_11","Bacterial Pneumonia",196.92
2015,"12211","PQI_12","Urinary Tract Infection",89.51
2015,"12211","PQI_14","Uncontrolled Diabetes",0
2015,"12211","PQI_15","Asthma in Younger Adults",23.57
2015,"12211","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",0
2015,"12211","PQI_91","Prevention Quality Acute Composite",393.84
2015,"12211","PQI_92","Prevention Quality Chronic Composite",438.6
2015,"12211","PQI_S01","Prevention Quality All Diabetes Composite",89.51
2015,"12211","PQI_S02","Prevention Quality All Circulatory Composite",232.72
2015,"12211","PQI_S03","Prevention Quality All Respiratory Composite",116.36
2015,"12302","PQI_01","Diabetes Short-Term Complications",40.46
2015,"12302","PQI_03","Diabetes Long-Term Complications",26.97
2015,"12302","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",416.16
2015,"12302","PQI_07","Hypertension",17.98
2015,"12302","PQI_08","Heart Failure",283.24
2015,"12302","PQI_10","Dehydration",134.87
2015,"12302","PQI_11","Bacterial Pneumonia",278.74
2015,"12302","PQI_12","Urinary Tract Infection",179.83
2015,"12302","PQI_14","Uncontrolled Diabetes",17.98
2015,"12302","PQI_15","Asthma in Younger Adults",0
2015,"12302","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",17.98
2015,"12302","PQI_90","Prevention Quality Overall Composite",1303.78
2015,"12302","PQI_91","Prevention Quality Acute Composite",593.45
2015,"12302","PQI_92","Prevention Quality Chronic Composite",710.34
2015,"12302","PQI_S01","Prevention Quality All Diabetes Composite",103.4
2015,"12302","PQI_S02","Prevention Quality All Circulatory Composite",314.71
2015,"12302","PQI_S03","Prevention Quality All Respiratory Composite",292.23
2015,"12303","PQI_01","Diabetes Short-Term Complications",34.2
2015,"12303","PQI_03","Diabetes Long-Term Complications",64.12
2015,"12303","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",532.56
2015,"12303","PQI_07","Hypertension",21.37
2015,"12303","PQI_08","Heart Failure",354.78
2015,"12303","PQI_10","Dehydration",141.06
2015,"12303","PQI_11","Bacterial Pneumonia",196.62
2015,"12303","PQI_12","Urinary Tract Infection",123.96
2015,"12303","PQI_14","Uncontrolled Diabetes",34.2
2015,"12303","PQI_15","Asthma in Younger Adults",25.61
2015,"12303","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",8.55
2015,"12303","PQI_90","Prevention Quality Overall Composite",1350.72
2015,"12303","PQI_91","Prevention Quality Acute Composite",461.64
2015,"12303","PQI_92","Prevention Quality Chronic Composite",889.08
2015,"12303","PQI_S01","Prevention Quality All Diabetes Composite",141.06
2015,"12303","PQI_S02","Prevention Quality All Circulatory Composite",384.7
2015,"12303","PQI_S03","Prevention Quality All Respiratory Composite",363.33
2015,"12304","PQI_01","Diabetes Short-Term Complications",77.32
2015,"12304","PQI_03","Diabetes Long-Term Complications",41.63
2015,"12304","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",490.52
2015,"12304","PQI_08","Heart Failure",398.5
2015,"12304","PQI_10","Dehydration",208.17
2015,"12304","PQI_11","Bacterial Pneumonia",279.55
2015,"12304","PQI_12","Urinary Tract Infection",166.54
2015,"12304","PQI_14","Uncontrolled Diabetes",11.9
2015,"12304","PQI_15","Asthma in Younger Adults",48.29
2015,"12304","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",5.95
2015,"12304","PQI_90","Prevention Quality Overall Composite",1564.27
2015,"12304","PQI_91","Prevention Quality Acute Composite",654.26
2015,"12304","PQI_92","Prevention Quality Chronic Composite",910.01
2015,"12304","PQI_S01","Prevention Quality All Diabetes Composite",136.8
2015,"12304","PQI_S02","Prevention Quality All Circulatory Composite",446.08
2015,"12304","PQI_S03","Prevention Quality All Respiratory Composite",327.13
2015,"12305","PQI_01","Diabetes Short-Term Complications",252.14
2015,"12305","PQI_03","Diabetes Long-Term Complications",151.29
2015,"12305","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",1336.48
2015,"12305","PQI_07","Hypertension",100.86
2015,"12305","PQI_08","Heart Failure",184.91
2015,"12305","PQI_10","Dehydration",184.91
2015,"12305","PQI_11","Bacterial Pneumonia",302.57
2015,"12305","PQI_12","Urinary Tract Infection",100.86
2015,"12305","PQI_14","Uncontrolled Diabetes",33.62
2015,"12305","PQI_15","Asthma in Younger Adults",0
2015,"12305","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",33.62
2015,"12305","PQI_90","Prevention Quality Overall Composite",1916.29
2015,"12305","PQI_91","Prevention Quality Acute Composite",588.33
2015,"12305","PQI_92","Prevention Quality Chronic Composite",1327.95
2015,"12305","PQI_S01","Prevention Quality All Diabetes Composite",470.67
2015,"12305","PQI_S02","Prevention Quality All Circulatory Composite",285.76
2015,"12305","PQI_S03","Prevention Quality All Respiratory Composite",571.52
2015,"12306","PQI_01","Diabetes Short-Term Complications",53.26
2015,"12306","PQI_03","Diabetes Long-Term Complications",77.46
2015,"12306","PQI_05","Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults",536.13
2015,"12306","PQI_07","Hypertension",24.21
2015,"12306","PQI_08","Heart Failure",416.36
2015,"12306","PQI_10","Dehydration",130.72
2015,"12306","PQI_11","Bacterial Pneumonia",208.18
2015,"12306","PQI_12","Urinary Tract Infection",106.51
2015,"12306","PQI_14","Uncontrolled Diabetes",9.68
2015,"12306","PQI_15","Asthma in Younger Adults",56.83
2015,"12306","PQI_16","Lower-Extremity Amputation among Patients with Diabetes",9.68
2015,"12306","PQI_90","Prevention Quality Overall Composite",1413.7
2015,"12306","PQI_91","Prevention Quality Acute Composite",445.41
2015,"12306","PQI_92","Prevention Quality Chronic Composite",968.29
2015,"12306","PQI_S01","Prevention Quality All Diabetes Composite",145.24
2015,"12306","PQI_S02","Prevention Quality All Circulatory Composite",450.25
